Hospital provider code and description†,,,,,,,Finished consultant episodes,Admissions,Male,Female,Gender Unknown,Emergency,Waiting list,Planned,Other Admission Method,Mean time waited,Median time waited,Mean length of stay,Median length of stay,Mean age,Age 0,Age 1-4,Age 5-9,Age 10-14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85-89,Age 90+,Day case,FCE bed days,Emergency,Elective,Other
RJ2,LEWISHAM AND GREENWICH NHS TRUST,,,,,,"184,520","147,300","76,945","107,535",35,"67,750","49,555","6,190","23,805",22,14,4.1,1,50,"12,850","4,850","3,700","2,985",630,595,685,800,825,"5,840","9,055","12,650","12,265","9,460","8,040","9,660","11,495","12,640","11,580","11,515","13,230","11,580","9,250","6,930","50,780","395,506","184,520",565,"8,775"
NT450,LINCOLN PRIVATE HOSPITAL,,,,,,"1,805","1,805",805,"1,000",0,0,"1,805",0,0,191,110,1.6,2,63,0,0,0,0,0,0,0,0,*,30,30,40,50,80,90,145,190,250,240,230,225,140,50,15,"1,225",931,"1,805",20,0
RY5-X,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,,,,,,"1,880","1,870",820,"1,055",0,65,375,705,720,3,1,17.9,15,80,0,0,0,0,0,0,0,0,0,*,*,0,*,*,10,25,40,75,120,175,320,410,385,310,0,"33,383","1,880",10,*
RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,,,,,,"15,995","14,775","10,345","5,645",*,"2,135","9,340",525,"2,775",61,29,5.8,3,65,0,0,0,*,0,10,20,25,40,185,185,260,335,430,595,"1,050","1,600","2,255","2,295","2,340","2,390","1,255",545,150,"5,190","55,137","15,995",420,410
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,,,,"256,115","178,120","128,590","127,520",*,"76,135","63,150","38,355",485,129,35,6.2,2,61,0,30,290,280,65,475,730,"1,135","1,300","6,940","8,085","10,105","10,835","11,620","11,920","15,225","19,215","24,115","25,645","25,860","27,030","20,560","15,495","8,770","89,155","574,965","256,115","1,665",45
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,,,,,,"41,325","41,320","3,840","37,470",10,"1,575","6,940","1,235","31,575",,,1.4,1,27,"7,275",*,0,10,*,45,120,190,355,"3,770","7,190","8,580","5,190","1,495",700,785,705,400,310,265,200,105,40,10,"5,960","50,708","41,325",535,"16,150"
NDAJ0,LIVINGSTONE COMMUNITY HOSPITAL,,,,,,185,185,55,130,0,0,0,185,0,,,27.9,25,83,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,10,10,35,45,45,40,0,"5,187",185,0,0
8A718,LONDON CLINIC,,,,,,85,85,85,0,0,0,0,0,85,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,85,0,*
NT422,LONDON INDEPENDENT HOSPITAL,,,,,,"6,930","6,930","2,955","3,975",0,0,"6,930",0,0,184,85,1.6,1,51,0,0,0,0,0,0,0,*,10,150,395,570,620,715,760,765,710,730,535,425,270,170,60,15,"6,415",832,"6,930",80,0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,,,,,,"272,845","201,415","130,490","142,340",15,"79,095","100,815","5,715","15,790",42,19,4,1,55,"7,225","3,800","2,970","2,895",740,965,"1,275","1,190","1,360","9,695","14,835","15,195","14,180","14,300","14,350","15,440","16,910","19,620","20,720","20,000","21,675","20,410","18,640","12,785","96,675","427,620","272,845","2,195","6,585"
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,,,,,,"182,560","162,935","82,405","100,140",15,"78,490","55,810","16,670","11,965",74,41,2.9,0,53,"11,030","3,500","2,805","2,725",565,755,795,885,880,"4,975","6,995","9,655","9,060","8,525","8,300","10,105","12,440","13,125","12,985","14,250","17,745","13,910","10,150","6,045","64,360","283,739","182,560","1,850","1,705"
NN501,MANCHESTER SURGICAL SERVICES - TRAFFORD HOSPITAL,,,,,,655,655,270,385,0,0,655,0,0,132,102,3.4,2,54,0,0,0,0,0,0,0,*,*,25,30,45,45,70,60,45,70,75,65,55,45,25,*,*,555,343,655,0,0
R0A-X,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,,,,,,"433,900","351,445","189,385","244,460",50,"84,800","144,560","52,520","69,560",73,29,5.1,1,47,"23,550","12,520","14,000","13,515","3,170","2,840","2,390","2,285","2,625","17,955","28,660","34,125","26,905","18,675","16,590","20,260","24,970","27,755","28,370","28,930","29,180","22,230","16,370","9,100","161,505","977,329","433,900","4,045","33,200"
NT423,MANOR HOSPITAL,,,,,,835,835,220,610,0,0,835,0,0,169,124,1.9,2,51,0,0,0,0,0,0,0,*,*,30,45,80,80,85,85,85,65,75,60,55,50,25,*,*,585,462,835,10,0
RPA,MEDWAY NHS FOUNDATION TRUST,,,,,,"95,610","73,670","41,995","53,610",10,"28,510","25,680","9,045","10,435",82,39,5.7,2,56,"6,205","1,055","1,160",840,200,195,255,365,410,"2,565","4,030","5,095","4,435","3,975","3,740","4,630","5,965","6,890","6,865","7,465","10,010","8,260","6,885","3,880","30,115","241,342","95,610",445,"1,115"
NT424,MERIDEN HOSPITAL,,,,,,"3,225","3,225","1,555","1,670",*,0,"3,225",0,0,98,59,1.6,1,56,0,0,0,0,0,0,0,*,*,85,105,190,210,250,225,265,415,390,350,330,240,120,30,*,"2,220","1,608","3,225",55,0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,,,,,,"247,545","204,405","108,865","138,660",20,"96,345","69,285","19,280","19,495",89,26,3.8,1,56,"8,755","2,940","1,815","1,605",440,580,850,"1,365","1,415","7,875","11,725","14,890","13,050","11,080","9,775","13,180","15,425","18,845","18,845","20,155","24,235","21,100","16,955","8,915","79,440","476,973","247,545",955,"8,065"
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,,,,,,"367,400","302,480","166,650","200,535",220,"126,010","102,085","41,735","32,645",74,30,4.2,1,57,"15,860","3,925","3,110","2,810",725,"1,150","1,370","1,500","1,595","9,300","14,695","18,960","16,670","14,350","14,620","18,850","23,440","26,915","27,165","31,095","40,595","31,535","24,805","14,800","126,870","746,397","367,400","3,340","9,355"
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,,,,,,"104,125","89,145","45,680","58,425",20,"40,810","31,050","5,825","11,465",60,26,3.7,1,56,"4,560","1,755","1,080",910,265,235,345,395,455,"3,045","4,880","6,390","5,185","3,910","3,780","5,420","6,705","7,535","7,600","8,505","10,590","9,140","6,840","4,215","34,175","204,739","104,125",430,"5,965"
RXF-X,MID YORKSHIRE TEACHING NHS TRUST,,,,,,"178,875","145,245","81,435","97,435",*,"53,525","51,800","18,430","21,495",76,30,5,2,54,"8,605","3,775","3,030","2,565",615,600,605,740,860,"5,690","8,520","9,925","7,915","7,145","6,695","9,315","11,660","13,485","13,930","15,670","17,840","13,725","9,440","5,195","63,315","409,328","178,875",850,"8,980"
RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,,,,,,"17,950","16,485","6,840","10,115",995,"8,915","3,110","3,180","1,280",46,34,13.3,0,67,35,195,895,230,15,*,15,50,45,210,345,390,400,435,460,575,780,970,"1,105","1,440","2,275","2,465","2,460","2,145","5,550","166,859","17,950",*,10
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,,,,"99,635","71,770","46,235","53,395",*,"27,445","20,990","15,030","8,305",95,30,4.7,2,54,"6,385","3,255","2,420","1,875",430,360,345,320,290,"2,000","3,220","4,505","4,435","3,995","3,850","4,540","5,915","6,340","7,290","8,975","10,065","7,915","6,445","4,000","31,530","208,591","99,635",545,"1,410"
RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,,,,,,"40,235","40,230","18,940","21,290",*,"2,575","37,655",*,*,56,41,0.4,0,64,45,280,400,350,100,105,110,105,90,580,735,820,870,"1,000","1,330","2,000","3,190","4,385","5,275","5,870","5,570","3,905","2,280",670,"36,800","1,215","40,235",285,*
NT455,MOUNT ALVERNIA HOSPITAL,,,,,,500,500,260,245,0,0,500,0,0,83,50,1.8,2,56,0,0,0,0,0,0,0,*,*,10,20,25,30,45,40,45,50,50,60,40,40,30,10,0,430,133,500,*,0
NR527,MOUNT GOULD HOSPITAL,,,,,,85,85,50,35,0,0,75,0,10,20,11,57.3,51,58,0,0,0,0,0,0,0,0,*,*,*,*,*,10,*,*,*,10,15,10,15,*,*,0,0,"4,812",85,0,0
NVC08,MOUNT STUART HOSPITAL,,,,,,"3,760","3,760","1,570","2,195",0,0,"3,760",0,0,121,73,2,2,60,0,0,0,0,0,0,0,10,10,80,120,150,190,200,230,260,325,430,400,380,475,275,125,20,"2,905","1,676","3,760",0,0
NTG07,MSI REPRODUCTIVE CHOICES - BRISTOL REGIONAL TREATMENT CENTRE,,,,,,105,0,0,45,60,0,0,0,0,,,,,27,0,0,0,0,*,*,*,*,*,30,15,20,15,*,0,0,0,0,0,0,0,0,0,0,105,0,105,0,0
NTG02,MSI REPRODUCTIVE CHOICES - ESSEX REGIONAL TREATMENT CENTRE,,,,,,195,0,0,145,50,0,0,0,0,,,,,28,0,0,0,*,*,*,*,*,15,45,40,45,30,10,*,0,0,0,0,0,0,0,0,0,195,0,195,0,0
NTG04,MSI REPRODUCTIVE CHOICES - LEEDS DISTRICT TREATMENT CENTRE,,,,,,35,0,0,15,20,0,0,0,0,,,,,27,0,0,0,0,0,*,0,*,*,15,*,*,*,*,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0
NTG09,MSI REPRODUCTIVE CHOICES - MAIDSTONE DISTRICT TREATMENT CENTRE,,,,,,750,0,*,305,445,0,0,0,0,,,,,28,0,0,0,*,*,*,15,35,30,155,195,140,115,45,*,0,0,0,0,0,0,0,0,0,750,0,750,0,0
NTG06,MSI REPRODUCTIVE CHOICES - MANCHESTER REGIONAL TREATMENT CENTRE,,,,,,*,0,0,0,*,0,0,0,0,,,*,*,*,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0
NTG05,MSI REPRODUCTIVE CHOICES - SOUTH LONDON LOCAL TREATMENT CENTRE (BRIXTON),,,,,,80,0,0,30,50,0,0,0,0,,,,,27,0,0,0,*,*,*,*,*,*,25,15,10,10,*,*,0,0,0,0,0,0,0,0,0,80,0,80,0,0
NTG01,MSI REPRODUCTIVE CHOICES - WEST LONDON NATIONAL TREATMENT CENTRE (EALING),,,,,,*,0,0,*,*,0,0,0,0,,,*,*,*,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,5,0,0
E8B4V,MSI REPRODUCTIVE CHOICES BRIGHTON AND HOVE REGIONAL TREATMENT CENTRE,,,,,,15,0,0,*,10,0,0,0,0,,,,,27,0,0,0,0,0,*,*,0,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0
A3S8J,MSI REPRODUCTIVE CHOICES OXFORD REGIONAL TREATMENT CENTRE,,,,,,*,0,0,*,*,0,0,0,0,,,*,*,*,0,0,0,*,0,0,0,0,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,5,0,0
S9F9Y,MSI REPRODUCTIVE CHOICES SOUTH YORKSHIRE REGIONAL TREATMENT CENTRE,,,,,,*,0,0,*,*,0,0,0,0,,,*,*,*,0,0,0,0,0,0,*,0,0,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0,*,*,5,0,0
13Q,NATIONAL COMMISSIONING HUB 1,,,,,,*,*,0,*,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,*,0,0,0
NVC09,NEW HALL HOSPITAL,,,,,,"6,790","6,790","3,130","3,660",0,0,"6,790",0,0,168,56,1.6,1,60,0,0,0,0,0,0,0,*,10,90,185,250,365,435,445,570,680,755,735,765,825,450,190,30,"4,650","3,504","6,790",0,0
R7W2O,NEWCASTLE NEWMEDICA LTD,,,,,,"4,445","4,445","1,835","2,605",0,0,0,"4,445",0,,,,,74,0,0,0,0,0,0,0,0,0,*,*,*,*,20,15,50,115,290,560,965,"1,165",785,385,75,"4,445",0,"4,445",0,0
N8R1N,NEWMEDICA - BERKSHIRE,,,,,,830,830,350,480,0,0,0,830,0,,,,,74,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,10,40,65,120,145,195,135,80,25,830,0,830,0,0
S1Z4X,NEWMEDICA - BIRMINGHAM,,,,,,"3,390","3,390","1,455","1,935",0,0,0,"3,390",0,,,,,72,0,0,0,0,0,0,0,0,*,*,*,*,10,15,50,110,215,365,505,630,665,515,255,50,"3,390",0,"3,390",0,0
C9A7J,NEWMEDICA - BRADFORD & HUDDERSFIELD,,,,,,250,250,115,130,0,0,0,250,0,,,,,70,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,15,25,45,35,55,30,20,*,250,0,250,0,0
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,,,,,,"2,865","2,865","1,275","1,590",0,0,0,"2,865",0,,,,,75,0,0,0,0,0,0,0,0,0,0,*,*,*,10,20,40,75,180,310,535,720,565,325,75,"2,865",0,"2,865",0,0
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,,,,,,"1,505","1,505",630,875,0,0,0,"1,505",0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,*,15,20,40,105,165,250,385,330,135,50,"1,505",0,"1,505",0,0
H2K1G,NEWMEDICA - BROMSGROVE,,,,,,*,*,*,*,0,0,0,*,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,*,0,*,*,*,5,0,0
F1Y1H,NEWMEDICA - CHESHIRE OAKS,,,,,,100,100,40,60,0,0,0,100,0,,,,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,15,15,30,25,*,*,100,0,100,0,0
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,,,,,,"1,850","1,850",750,"1,100",0,0,0,"1,850",0,,,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,20,50,115,195,325,525,365,220,25,"1,850",0,"1,850",0,0
ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),,,,,,90,90,45,45,0,0,0,90,0,,,,,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,15,20,25,10,*,90,0,90,0,0
L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),,,,,,"5,845","5,845","2,490","3,355",0,0,0,"5,845",0,,,,,75,0,0,0,0,0,0,0,0,0,*,*,*,10,25,40,60,190,340,575,"1,040","1,545","1,205",625,190,"5,845",0,"5,845",0,0
L4R3R,NEWMEDICA - HAMPSHIRE,,,,,,"2,775","2,775","1,175","1,595",0,0,0,"2,775",0,,,,,74,0,0,0,0,0,0,0,0,0,*,0,*,*,15,15,35,75,210,350,525,695,520,260,60,"2,775",0,"2,775",0,0
F7F6D,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,,,,,,20,20,10,10,0,0,0,20,0,,,,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,*,0,0,20,0,20,0,0
ACG37,NEWMEDICA - IPSWICH,,,,,,"6,640","6,640","2,820","3,825",0,0,0,"6,640",0,,,,,76,0,0,0,0,0,0,0,0,*,*,*,*,10,10,45,55,135,280,675,"1,220","2,035","1,355",650,155,"6,640",0,"6,640",0,0
Z2L9B,NEWMEDICA - MANCHESTER WEST,,,,,,560,560,245,315,0,0,0,560,0,,,,,72,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10,10,30,45,75,115,115,105,25,*,560,0,560,0,0
ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,,,,,,"6,545","6,545","2,720","3,825",0,0,0,"6,545",0,,,,,75,0,0,0,0,0,0,0,*,0,*,*,10,10,30,50,95,180,380,670,"1,170","1,645","1,460",650,185,"6,545",0,"6,545",0,0
M4C5R,NEWMEDICA - NORTHAMPTON,,,,,,"3,675","3,675","1,605","2,065",0,0,0,"3,675",0,,,,,75,0,0,0,0,0,0,0,0,0,*,0,*,*,15,25,70,140,260,380,640,950,735,360,95,"3,675",0,"3,675",0,0
B5M7B,NEWMEDICA - NORWICH,,,,,,"6,375","6,375","2,595","3,780",0,0,0,"6,375",0,,,,,75,0,0,0,0,0,0,0,0,0,*,*,10,10,20,45,75,170,410,665,"1,205","1,760","1,230",570,200,"6,375",0,"6,375",0,0
B1A5K,NEWMEDICA - NOTTINGHAM,,,,,,"3,230","3,230","1,340","1,890",0,0,0,"3,230",0,,,,,74,0,0,0,0,0,0,0,0,0,0,*,*,*,10,25,55,145,260,345,600,775,570,330,95,"3,230",0,"3,230",0,0
J3J8Z,NEWMEDICA - OXFORDSHIRE,,,,,,"3,310","3,310","1,265","2,040",0,0,0,"3,310",0,,,,,76,0,0,0,0,0,0,0,0,0,0,0,*,0,*,15,40,100,205,375,520,865,690,400,90,"3,310",0,"3,310",0,0
P5Y6K,NEWMEDICA - SHREWSBURY,,,,,,"3,185","3,185","1,325","1,860",0,0,0,"3,185",0,,,,,76,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*,35,65,160,340,585,915,670,325,75,"3,185",0,"3,185",0,0
ACG39,NEWMEDICA - SWINDON,,,,,,10,10,*,*,0,0,0,10,0,,,,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,0,0,10,0,10,0,0
ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,,,,,,"5,800","5,800","2,420","3,380",0,0,0,"5,800",0,,,,,74,0,0,0,0,0,0,0,*,0,*,*,10,10,20,30,80,195,425,725,"1,145","1,465","1,030",535,120,"5,800",0,"5,800",0,0
ACG40,NEWMEDICA - WAKEFIELD,,,,,,"1,230","1,230",525,705,0,0,0,"1,230",0,,,,,74,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,20,45,85,150,220,365,215,95,15,"1,230",0,"1,230",0,0
ACG31,NEWMEDICA - WORCESTER,,,,,,"6,430","6,430","2,630","3,805",0,0,0,"6,430",0,,,,,76,0,0,0,0,0,0,0,0,0,*,*,*,*,*,20,85,170,340,665,"1,200","1,580","1,440",735,175,"6,430",0,"6,430",0,0
H4J9P,NEWMEDICA AZTEC WEST,,,,,,"3,475","3,475","1,490","1,985",0,0,0,"3,475",0,,,,,75,0,0,0,0,0,0,0,*,*,*,*,10,*,15,30,55,110,210,350,555,895,715,380,135,"3,475",0,"3,475",0,0
ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,,,,,,"3,420","3,420","1,490","1,930",0,0,0,"3,420",0,,,,,74,0,0,0,0,0,0,0,0,*,10,*,*,15,10,20,70,120,255,425,605,895,565,320,95,"3,420",0,"3,420",0,0
ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,,,,,,"3,045","3,045","1,315","1,730",0,0,0,"3,045",0,,,,,76,0,0,0,0,0,0,0,0,0,*,0,*,*,*,20,50,75,145,335,525,860,630,315,85,"3,045",0,"3,045",0,0
A4Q9X,NEWMEDICA LEICESTER,,,,,,"2,885","2,885","1,205","1,680",0,0,0,"2,885",0,,,,,75,0,0,0,0,0,0,0,0,0,*,0,*,0,10,10,50,95,230,315,540,740,535,275,70,"2,885",0,"2,885",0,0
G4H0I,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,,,,,,770,770,315,460,0,0,0,770,0,,,,,76,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,10,20,25,75,160,205,175,75,20,770,0,770,0,0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,,,,"209,450","158,640","97,455","111,990",*,"50,410","71,250","19,375","17,605",93,37,4.9,2,59,"6,025","1,715","1,740","2,000",525,575,590,725,820,"5,335","8,735","10,310","8,580","6,775","6,520","10,330","12,735","15,915","18,010","20,475","26,475","20,090","14,295","9,210","78,640","396,393","209,450","1,010","8,580"
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,,,,,,"3,395","3,245","1,495","1,905",0,110,0,775,"2,355",,,26.9,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"87,015",*,*,10
RVJ-X,NORTH BRISTOL NHS TRUST,,,,,,"199,305","165,850","86,875","112,415",20,"63,935","74,545","4,155","23,215",85,36,3.9,1,56,"5,760",*,*,*,10,430,565,890,"1,040","6,850","10,895","15,385","12,960","9,615","8,700","10,640","13,610","14,845","13,800","15,930","18,725","15,515","11,215","7,315","68,555","376,895","199,305",*,"10,730"
RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,,,,,,"87,880","77,200","42,235","45,645",*,"37,740","28,545","4,655","6,260",77,41,5.4,1,57,"3,980","1,940","1,410","1,140",270,245,265,300,325,"1,765","2,845","3,745","3,085","3,000","3,030","4,805","5,800","7,250","7,560","8,465","9,745","7,335","5,805","3,560","29,205","258,671","87,880",820,795
NVC11,NORTH DOWNS HOSPITAL,,,,,,"2,635","2,635","1,105","1,530",0,0,"2,635",0,0,118,87,1.7,2,61,0,0,0,0,0,0,0,*,10,50,55,95,120,155,155,200,245,270,270,315,335,210,115,20,"2,150",833,"2,635",0,0
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,,,,,,"2,560","2,110","1,100","1,460",0,10,190,"1,715",200,,,26.8,24,80,0,0,0,0,0,0,0,0,0,*,*,10,*,20,20,25,60,110,135,215,385,485,625,470,*,"56,304","2,560",*,*
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,,,,,,"55,185","45,850","25,920","29,260",*,"13,870","20,140","5,650","6,190",53,21,7.5,3,49,"4,815","2,005","1,495","1,350",305,170,165,185,190,"1,305","2,120","2,365","2,615","2,170","2,435","2,770","3,500","3,745","3,600","3,430","3,820","3,305","2,980","2,000","23,885","157,306","55,185",105,435
RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,,,,,,"1,810","1,425","1,010",800,*,650,15,730,30,,,33.5,8,54,0,0,0,*,*,0,*,15,10,55,70,115,125,95,95,80,95,50,100,70,90,85,55,35,40,"47,392",*,*,*
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,,,,,,"128,080","98,000","57,365","70,705",10,"47,860","26,055","17,305","6,780",80,32,3.3,1,56,"4,955","2,580","1,670","1,445",330,300,365,535,575,"3,260","4,650","5,760","5,755","5,445","5,405","6,985","8,695","10,715","11,550","11,930","13,070","9,610","7,630","4,235","38,370","194,717","128,080","1,440","1,250"
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,,,,,,"192,440","149,535","89,480","102,920",40,"67,400","46,465","22,290","13,385",69,32,4.2,1,56,"11,375","4,535","3,250","2,650",595,525,720,610,725,"4,095","6,460","8,300","8,085","7,310","7,350","9,745","11,870","14,035","14,155","16,345","20,425","16,685","13,205","8,875","62,690","369,173","192,440",630,"1,890"
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,,,,,,"153,530","125,360","66,125","87,400",10,"48,290","32,855","26,020","18,195",74,33,3.6,1,54,"6,630","3,020","2,265","1,705",445,435,550,525,790,"4,860","8,020","9,215","7,760","6,305","6,280","7,515","9,415","10,905","11,690","12,835","15,050","12,260","8,305","6,105","51,615","262,813","153,530","2,525","8,810"
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,,,,,,640,520,285,360,0,230,*,285,*,,,76.3,40,45,0,0,0,*,*,*,*,15,10,65,75,65,40,60,45,40,50,30,35,25,30,15,15,10,0,"41,301",640,0,0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,,,,,,"307,480","245,965","145,500","161,955",30,"112,660","84,875","38,355","10,075",69,29,4.3,1,56,"7,355","4,260","2,520","1,820",380,825,"1,030","1,345","1,510","8,985","12,860","15,795","16,580","16,590","15,640","19,400","23,290","25,080","24,820","26,390","29,950","23,795","16,335","9,535","107,695","612,441","307,480","3,480","3,290"
RJL-X,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,,,,,,"154,320","139,255","69,325","84,990",*,"68,015","39,630","22,590","9,020",62,27,2.9,1,56,"6,180","2,450","2,035","1,650",490,515,565,750,885,"4,765","6,430","7,580","6,745","6,160","5,710","7,660","10,440","12,275","12,725","14,145","16,595","13,345","9,035","4,915","56,255","238,754","154,320","1,540","1,330"
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,,,,,,"177,685","146,190","72,460","105,205",20,"58,820","40,040","24,040","23,290",58,29,3.4,1,58,"5,840","2,695","1,580","1,425",335,395,480,665,785,"5,475","8,645","10,450","8,020","6,250","5,830","7,990","10,490","12,660","14,950","16,920","19,905","14,875","12,010","8,240","58,045","301,834","177,685","1,000","14,005"
DFQ01,NORWICH & NORFOLK SURGICAL LTD (N2S),,,,,,"2,685","2,685","1,140","1,545",0,0,"2,685",0,0,65,54,1.3,1,71,0,0,0,0,0,0,0,*,*,*,15,25,40,60,65,100,170,200,265,395,645,440,205,45,"2,680",5,"2,685",*,0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,,,,,,"371,965","286,900","163,620","208,200",145,"101,070","141,890","10,850","33,090",53,17,4,1,54,"11,765","7,365","5,740","6,165","1,555","1,560","1,595","1,950","2,525","13,325","18,215","22,190","19,175","15,490","15,730","20,250","25,560","28,825","29,160","30,175","34,120","25,775","18,860","11,880","131,140","644,734","371,965","4,660","15,160"
RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,,,,,,"3,750","3,190","2,035","1,715",*,535,880,"1,705",75,88,56,130.8,27,54,0,0,0,15,10,20,30,35,30,220,315,330,285,225,215,200,185,175,235,210,270,230,250,205,*,"337,632","3,750",25,0
NQH25,NOVUS HEALTH (SANDAL CASTLE MEDICAL CENTRE),,,,,,675,675,290,385,0,0,675,0,0,43,34,,,64,0,0,0,0,0,0,0,0,0,*,*,15,25,30,40,70,70,85,65,80,85,75,25,*,675,0,675,0,0
U9C3Y,NUFFIELD HEALTH AT ST BARTHOLOMEW'S HOSPITAL,,,,,,10,10,*,*,0,0,10,0,0,31,21,2.3,2,54,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,0,0,0,*,0,0,*,7,10,0,0
G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,,,,,,"2,620","1,805","1,145","1,475",*,0,"1,805",0,0,23,17,1.4,1,52,0,0,0,0,0,0,0,*,10,105,145,170,200,240,280,290,310,270,185,150,135,65,40,10,"2,425",276,"2,620",0,0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,,,,,,"1,035",780,395,625,15,0,780,0,0,57,51,3.3,2,57,0,0,0,0,0,0,0,*,*,10,30,40,40,40,40,50,70,60,70,55,50,35,15,*,425,"1,991","1,035",0,0
H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,,,,,,"8,040","3,920","3,110","4,930",*,0,"3,920",0,0,70,46,2.1,2,57,0,0,0,0,0,0,0,10,10,125,235,305,505,625,720,880,"1,000",990,790,660,615,375,160,30,"7,485","1,165","8,040",0,0
